	Unnamed: 0	BataryaGucu	Bluetooth	MikroislemciHizi	CiftHat	OnKameraMP	4G	DahiliBellek	Kalinlik	Agirlik	CekirdekSayisi	ArkaKameraMP	CozunurlukYükseklik	CozunurlukGenislik	RAM	BataryaOmru	3G	Dokunmatik	WiFi	FiyatAraligi	Renk
1024	1024	1442	Yok	2,2	Yok	0.0	Var	56	0,7	145	5	3	1626	1668	1513.0	7	Var	Var	Yok	Normal	Kırmızı
1025	1025	628	Var	1,8	Yok	5.0	Yok	60	0,2	87	6	6	1047	1534	1337.0	14	Yok	Var	Yok	Ucuz	Kırmızı
1026	1026	863	Yok	1,6	Var	5,0	Var	6	0,7	133	4	13	717	1799	520.0	18	Var	Yok	Var	Çok Ucuz	Mor
1027	1027	1981	Var	1,9	Var	13.0	Yok	45	0,3	175	6	18	193	1234	1380.0	13	Yok	Var	Yok	Ucuz	Siyah
1028	1028	1709	Var	2,1	Yok	1.0	Yok	13	1,0	156	2	2	974	1385	3283.0	15	Var	Yok	Yok	Pahalı	Kahverengi
1029	1029	675	Yok	2,4	Yok	1,0	Yok	42	0,6	187	7	2	482	874	2953.0	13	Var	Var	Yok	Normal	Turkuaz
1030	1030	1483	Var	2,6	Var	13.0	Yok	19	0,6	146	7	19	361	1552	1587.0	19	Yok	Yok	Yok	Ucuz	Mavi
1031	1031	902	Var	0,7	Yok	3.0	Yok	3	0,3	134	7	9	675	1285	3411.0	15	Yok	Yok	Var	Pahalı	Mavi
1032	1032	967	Var	1,6	Yok	4,0	Yok	25	0,6	92	8	9	243	1642	3076.0	18	Yok	Var	Var	Normal	Mavi
1033	1033	1995	Var	1,9	Yok	6.0	Yok	9	0,8	139	6	18	1830	1963	1203.0	18	Var	Var	Var	Normal	Pembe
1034	1034	503	Yok	1,2	Var	5.0	Var	8	0,4	111	3	13	201	1245	2583.0	12	Var	Yok	Yok	Ucuz	Yeşil
1035	1035	1644	Yok	2,8	Yok	0,0	Var	44	1,0	137	8	0	358	791	2360.0	19	Var	Yok	Yok	Normal	Turuncu
1036	1036	869	Var	1,0	Yok	7.0	Var	57	0,6	118	1	15	1243	1584	2727.0	8	Var	Yok	Yok	Normal	Pembe
1037	1037	1273	Yok	1,0	Yok	3.0	Var	48	0,4	99	4	15	490	886	1767.0	11	Var	Var	Yok	Ucuz	Mor
1038	1038	617	Var	2,3	Yok	0,0	Yok	32	0,5	199	7	20	768	874	2213.0	7	Yok	Yok	Yok	Ucuz	Turuncu
1039	1039	1588	Yok	0,5	Yok	0.0	Var	61	0,8	159	1	13	1064	1594	3272.0	17	Var	Var	Yok	Pahalı	Turuncu
1040	1040	618	Yok	1,1	Yok	11.0	Var	45	0,2	188	3	20	1175	1586	2339.0	10	Var	Var	Yok	Normal	Gri
1041	1041	574	Yok	2,8	Var	16,0	Yok	38	0,1	90	6	17	286	1171	3269.0	10	Yok	Var	Yok	Normal	Turuncu
1042	1042	1199	Var	2,5	Var	15.0	Var	16	0,2	116	4	20	1168	1552	3448.0	10	Var	Yok	Var	Pahalı	Sarı
1043	1043	989	Var	1,6	Var	11.0	Var	24	0,6	156	8	17	614	679	2819.0	5	Var	Yok	Var	Normal	Kahverengi
1044	1044	1961	Var	1,5	Yok	10,0	Yok	55	0,5	100	7	20	861	1888	2355.0	6	Var	Var	Var	Pahalı	Mavi
1045	1045	1936	Yok	1,3	Yok	2.0	Yok	44	0,1	139	3	3	570	1021	1400.0	3	Yok	Yok	Var	Ucuz	Siyah
1046	1046	1004	Var	2,9	Var	0.0	Yok	35	0,2	141	6	9	901	1162	3772.0	18	Yok	Var	Var	Pahalı	Sarı
1047	1047	1349	Var	2,2	Var	5,0	Yok	55	0,1	105	7	7	648	1019	2462.0	17	Var	Yok	Var	Normal	Yeşil
1048	1048	1569	Yok	2,8	Var	17.0	Yok	44	0,3	110	4	20	45	1942	1260.0	17	Var	Yok	Yok	Ucuz	Kırmızı
1049	1049	1782	Var	2,8	Var	6.0	Var	58	0,8	157	1	13	867	999	2405.0	16	Var	Yok	Var	Normal	Yeşil
1050	1050	865	Yok	2,9	Yok	5,0	Yok	16	0,1	89	4	12	335	1009	3494.0	14	Yok	Yok	Var	Pahalı	Mor
1051	1051	551	Var	2,8	Yok	0.0	Var	54	0,1	172	7	15	169	1916	1414.0	19	Var	Yok	Var	Çok Ucuz	Yeşil
1052	1052	1794	Var	0,5	Var	5.0	Var	55	0,5	86	7	7	43	627	402.0	14	Var	Yok	Var	Çok Ucuz	Sarı
1053	1053	651	Var	0,8	Var	2,0	Var	63	0,2	176	5	4	548	858	2244.0	19	Var	Var	Yok	Ucuz	Mor
1054	1054	1068	Yok	2,7	Var	0.0	Var	45	0,6	194	5	1	935	1499	1754.0	9	Var	Yok	Var	Ucuz	Mor
1055	1055	1312	Yok	0,5	Var	0.0	Var	28	0,8	163	2	0	1233	1854	1087.0	14	Var	Yok	Yok	Ucuz	Pembe
1056	1056	841	Var	0,5	Var	8,0	Yok	39	0,1	199	6	13	546	828	2942.0	16	Yok	Var	Var	Normal	Pembe
1057	1057	1125	Var	2,7	Yok	10.0	Yok	23	0,4	117	1	14	774	939	1641.0	12	Var	Var	Yok	Ucuz	Gri
1058	1058	826	Var	2,4	Var	0.0	Var	58	0,3	88	4	1	179	786	2863.0	18	Var	Yok	Var	Normal	Mor
1059	1059	1606	Var	0,5	Var	0,0	Var	33	0,9	200	5	0	157	770	3437.0	2	Var	Yok	Yok	Pahalı	Mor
1060	1060	726	Yok	2,9	Yok	0.0	Yok	43	0,1	101	8	0	666	760	1446.0	8	Var	Var	Yok	Çok Ucuz	Kahverengi
1061	1061	1807	Yok	0,8	Var	0.0	Var	38	0,2	97	8	0	1332	1814	1069.0	7	Var	Yok	Yok	Ucuz	Mavi
1062	1062	721	Var	2,7	Var	1,0	Var	15	0,2	102	5	18	655	1255	3606.0	5	Var	Var	Var	Pahalı	Kahverengi
1063	1063	1448	Var	0,5	Var	6.0	Var	45	0,8	138	7	11	570	1724	3378.0	2	Var	Var	Var	Pahalı	Turkuaz
1064	1064	1631	Yok	0,5	Yok	2.0	Var	13	0,5	166	2	16	960	1735	2173.0	8	Var	Var	Yok	Normal	Beyaz
1065	1065	1289	Yok	0,8	Var	3,0	Var	16	0,9	161	6	17	713	1854	3167.0	20	Var	Var	Yok	Pahalı	Mavi
1066	1066	1160	Yok	1,1	Yok	1.0	Var	63	0,7	166	3	2	762	859	595.0	15	Var	Yok	Var	Çok Ucuz	Gri
1067	1067	709	Var	2,0	Var	0.0	Yok	35	0,1	136	1	0	1545	1596	1973.0	16	Yok	Var	Var	Ucuz	Pembe
1068	1068	793	Yok	1,2	Var	1,0	Var	38	0,6	176	4	7	1226	1815	3139.0	12	Var	Var	Var	Pahalı	Turuncu
1069	1069	1335	Var	3,0	Yok	3.0	Yok	60	0,8	180	2	4	83	559	3615.0	9	Var	Yok	Yok	Pahalı	Kahverengi
1070	1070	1831	Var	2,3	Yok	3.0	Var	44	0,2	148	7	14	437	1113	2460.0	18	Var	Yok	Yok	Normal	Sarı
1071	1071	1908	Yok	0,5	Yok	9,0	Var	30	1,0	111	2	19	140	1046	2944.0	17	Var	Yok	Var	Pahalı	Pembe
1072	1072	850	Var	1,6	Var	6.0	Var	29	0,5	133	5	19	404	642	593.0	10	Var	Yok	Var	Çok Ucuz	Kırmızı
1073	1073	1662	Yok	0,5	Yok	0.0	Var	61	0,8	126	4	13	32	1509	3760.0	13	Var	Var	Var	Pahalı	Beyaz
1074	1074	1807	Var	2,9	Yok	0,0	Yok	16	0,2	125	3	0	1221	1415	2921.0	17	Yok	Var	Yok	Pahalı	Turkuaz
1075	1075	1520	Yok	0,5	Yok	1.0	Var	24	0,7	199	5	8	109	1909	3233.0	4	Var	Yok	Var	Pahalı	Turkuaz
1076	1076	838	Yok	0,5	Yok	1.0	Var	13	0,1	196	8	4	984	1850	3554.0	19	Var	Yok	Var	Pahalı	Turuncu
1077	1077	1638	Yok	1,0	Yok	6,0	Yok	2	0,2	189	1	11	440	563	2299.0	9	Var	Var	Var	Normal	Kırmızı
1078	1078	1308	Yok	1,3	Var	8.0	Yok	46	0,9	199	1	12	275	989	488.0	9	Yok	Var	Yok	Çok Ucuz	Gri
1079	1079	601	Yok	2,1	Yok	4.0	Yok	26	0,3	101	4	18	509	548	918.0	12	Yok	Yok	Yok	Çok Ucuz	Turkuaz
1080	1080	833	Var	2,2	Yok	4,0	Yok	27	0,9	124	1	6	359	1395	2150.0	7	Yok	Var	Var	Ucuz	Yeşil
1081	1081	1896	Yok	0,5	Var	8.0	Var	7	0,4	141	2	13	447	794	3684.0	18	Var	Yok	Yok	Pahalı	Turkuaz
1082	1082	1624	Var	2,6	Var	0.0	Yok	58	1,0	200	3	11	1530	1744	1251.0	18	Yok	Var	Var	Ucuz	Beyaz
1083	1083	637	Yok	2,3	Yok	3,0	Var	60	0,8	97	4	4	1125	1989	374.0	8	Var	Yok	Var	Çok Ucuz	Mor
1084	1084	1786	Yok	0,5	Yok	9.0	Var	58	0,7	161	7	10	231	1671	2764.0	7	Var	Var	Var	Pahalı	Kırmızı
1085	1085	723	Var	1,9	Yok	4.0	Yok	30	0,3	102	1	7	1467	1901	2339.0	17	Yok	Var	Var	Normal	Mor
1086	1086	1090	Yok	1,3	Var	5,0	Yok	27	0,1	91	4	16	1638	1910	1352.0	11	Yok	Var	Yok	Ucuz	Gri
1087	1087	1413	Yok	0,5	Var	4.0	Var	39	0,1	185	5	12	1039	1318	3878.0	4	Var	Yok	Yok	Pahalı	Beyaz
1088	1088	1343	Yok	2,4	Var	5.0	Var	14	0,9	81	8	10	1063	1205	462.0	11	Var	Var	Var	Çok Ucuz	Beyaz
1089	1089	1151	Var	2,9	Var	0,0	Yok	31	0,6	128	8	1	1022	1560	2377.0	13	Yok	Var	Yok	Normal	Sarı
1090	1090	1881	Yok	2,2	Yok	4.0	Yok	51	0,3	158	5	7	477	1553	1229.0	14	Var	Yok	Yok	Ucuz	Mor
1091	1091	530	Var	2,6	Yok	1.0	Yok	40	0,9	118	6	2	818	1090	1229.0	2	Yok	Var	Yok	Çok Ucuz	Mor
1092	1092	921	Yok	0,6	Var	1,0	Yok	60	0,1	83	2	3	1211	1229	1080.0	6	Yok	Yok	Var	Çok Ucuz	Kahverengi
1093	1093	825	Yok	2,9	Var	0.0	Yok	34	0,8	99	8	17	1471	1866	2915.0	10	Var	Var	Yok	Pahalı	Mor
1094	1094	1034	Var	2,7	Var	6.0	Yok	37	0,7	120	7	20	707	1199	3625.0	12	Yok	Var	Var	Pahalı	Turkuaz
1095	1095	1310	Var	1,1	Var	13,0	Yok	7	1,0	194	5	14	117	513	3182.0	5	Var	Var	Yok	Normal	Turkuaz
1096	1096	1729	Var	2,1	Var	1.0	Yok	12	0,9	186	1	6	461	1178	1519.0	5	Var	Yok	Var	Ucuz	Sarı
1097	1097	659	Yok	0,5	Var	7.0	Var	5	0,3	169	8	10	659	730	2190.0	16	Var	Var	Yok	Ucuz	Turkuaz
1098	1098	1663	Var	0,5	Yok	0,0	Yok	40	0,6	147	4	15	951	1545	1336.0	15	Var	Yok	Yok	Ucuz	Turkuaz
1099	1099	1191	Yok	2,4	Var	2.0	Yok	13	0,9	169	1	7	179	1813	1028.0	8	Var	Var	Var	Çok Ucuz	Kahverengi
1100	1100	712	Var	1,6	Yok	6.0	Var	9	0,8	172	2	14	881	1234	3612.0	4	Var	Yok	Yok	Pahalı	Gri
1101	1101	582	Yok	0,5	Var	3,0	Yok	27	0,2	168	3	10	985	1420	2437.0	2	Var	Var	Var	Normal	Kırmızı
1102	1102	826	Var	2,4	Var	14.0	Var	57	0,6	117	2	17	1077	1183	1907.0	5	Var	Yok	Yok	Ucuz	Mavi
1103	1103	695	Yok	0,5	Yok	18.0	Var	12	0,6	196	2	19	1649	1829	2855.0	7	Var	Var	Var	Normal	Sarı
1104	1104	1726	Var	0,9	Var	2,0	Yok	51	0,6	193	4	3	379	1223	2239.0	13	Var	Yok	Var	Normal	Kırmızı
1105	1105	1392	Yok	2,5	Yok	0.0	Var	44	0,7	113	4	2	482	1098	1280.0	16	Var	Yok	Var	Ucuz	Kahverengi
1106	1106	1254	Yok	1,7	Yok	0.0	Var	45	0,4	146	3	3	1571	1956	606.0	2	Var	Var	Var	Ucuz	Turkuaz
1107	1107	1511	Yok	2,5	Var	3,0	Yok	21	0,2	114	3	18	1455	1982	3746.0	5	Var	Yok	Yok	Pahalı	Yeşil
1108	1108	571	Yok	1,6	Var	8.0	Yok	35	0,2	186	7	20	177	1282	2598.0	8	Var	Var	Yok	Ucuz	Kahverengi
1109	1109	728	Yok	2,7	Var	0.0	Yok	25	0,2	88	4	1	526	1529	2039.0	12	Var	Var	Var	Ucuz	Pembe
1110	1110	807	Var	0,5	Var	0,0	Yok	37	0,2	127	4	0	245	829	2319.0	4	Yok	Yok	Yok	Ucuz	Kırmızı
1111	1111	1472	Yok	2,8	Var	1.0	Yok	36	0,5	130	6	10	1452	1744	985.0	7	Var	Var	Yok	Ucuz	Turkuaz
1112	1112	1603	Var	0,5	Var	1.0	Var	17	0,5	114	2	8	430	1207	1637.0	11	Var	Yok	Var	Ucuz	Mor
1113	1113	1286	Var	2,3	Yok	10,0	Var	16	0,1	98	2	18	18	662	424.0	4	Var	Var	Yok	Çok Ucuz	Turuncu
1114	1114	1923	Yok	1,0	Var	5.0	Var	14	0,9	154	4	6	15	525	2519.0	16	Var	Yok	Var	Normal	Mor
1115	1115	1413	Var	0,5	Var	4.0	Var	45	0,4	104	5	6	1949	1994	2973.0	15	Var	Yok	Var	Pahalı	Kırmızı
1116	1116	1170	Yok	2,9	Var	2,0	Yok	40	0,4	169	6	5	427	684	2366.0	2	Var	Var	Var	Ucuz	Turkuaz
1117	1117	1831	Var	2,2	Var	4.0	Yok	55	1,0	189	8	9	1693	1790	1133.0	10	Yok	Var	Yok	Ucuz	Kahverengi
1118	1118	621	Var	2,7	Var	0.0	Yok	54	0,1	151	4	20	434	910	2801.0	5	Var	Var	Var	Normal	Turuncu
1119	1119	1356	Var	0,5	Var	0,0	Yok	35	0,8	131	1	19	782	951	3451.0	17	Var	Var	Var	Pahalı	Pembe
1120	1120	1606	Yok	1,4	Yok	3.0	Yok	57	0,1	154	4	4	1127	1924	3454.0	20	Yok	Yok	Var	Pahalı	Kahverengi
1121	1121	1883	Yok	1,6	Yok	9.0	Yok	24	0,1	87	1	16	203	915	3563.0	3	Yok	Yok	Yok	Pahalı	Gri
1122	1122	844	Yok	2,2	Var	1,0	Var	22	0,9	197	7	2	777	1995	3154.0	7	Var	Yok	Yok	Pahalı	Pembe
1123	1123	1329	Var	1,7	Yok	5.0	Var	23	0,6	198	8	6	380	682	2308.0	9	Var	Var	Yok	Ucuz	Kırmızı
1124	1124	994	Var	2,8	Var	0.0	Yok	56	0,5	173	3	3	491	530	3190.0	20	Var	Var	Var	Normal	Pembe
1125	1125	1953	Var	2,1	Var	7,0	Yok	56	0,1	158	8	9	555	764	2334.0	4	Var	Yok	Yok	Normal	Mor
1126	1126	1731	Var	2,3	Var	18.0	Yok	60	0,5	171	4	20	142	1039	1220.0	20	Yok	Var	Yok	Ucuz	Turkuaz
1127	1127	763	Var	0,5	Yok	9.0	Var	51	0,3	104	5	12	273	1278	2865.0	9	Var	Var	Var	Normal	Turuncu
1128	1128	833	Var	0,6	Var	0,0	Var	27	0,3	145	4	2	649	1290	586.0	19	Var	Yok	Var	Çok Ucuz	Sarı
1129	1129	553	Yok	2,4	Var	1.0	Var	8	0,5	121	7	3	325	902	1204.0	8	Var	Var	Var	Çok Ucuz	Turkuaz
1130	1130	605	Yok	1,0	Yok	8.0	Var	9	0,1	142	3	16	160	1026	392.0	4	Var	Yok	Yok	Çok Ucuz	Kırmızı
1131	1131	1504	Yok	2,3	Var	1,0	Yok	64	0,9	182	1	2	19	1923	3059.0	10	Yok	Var	Yok	Pahalı	Mor
1132	1132	1483	Yok	2,1	Yok	1.0	Var	54	0,2	176	7	2	531	758	1851.0	2	Var	Var	Yok	Ucuz	Beyaz
1133	1133	1009	Var	2,8	Var	7.0	Var	2	0,6	115	7	15	267	1841	2286.0	13	Var	Yok	Yok	Normal	Siyah
1134	1134	812	Yok	0,5	Var	1,0	Yok	64	1,0	106	4	7	35	1309	3102.0	2	Yok	Yok	Yok	Normal	Kırmızı
1135	1135	832	Yok	1,1	Yok	0.0	Var	46	0,3	93	6	0	820	1366	3317.0	19	Var	Var	Yok	Pahalı	Gri
1136	1136	1790	Var	2,3	Var	3.0	Var	49	0,5	100	3	11	396	1980	3568.0	18	Var	Yok	Var	Pahalı	Gri
1137	1137	1396	Var	0,6	Yok	0,0	Yok	37	0,7	134	4	15	560	1177	2694.0	19	Yok	Yok	Var	Normal	Gri
1138	1138	1312	Yok	1,3	Yok	5.0	Var	10	0,6	163	2	9	95	893	3941.0	13	Var	Var	Var	Pahalı	Kırmızı
1139	1139	728	Yok	2,3	Var	4.0	Yok	23	0,8	111	4	5	126	817	457.0	16	Var	Var	Var	Çok Ucuz	Pembe
1140	1140	1266	Yok	0,5	Yok	0,0	Var	5	0,1	95	6	9	1365	1698	1687.0	18	Var	Yok	Yok	Normal	Pembe
1141	1141	615	Var	0,5	Var	7.0	Yok	58	0,5	130	5	8	1021	1958	1906.0	5	Var	Yok	Yok	Ucuz	Mavi
1142	1142	959	Var	2,6	Var	15.0	Yok	20	1,0	84	4	19	561	1631	3965.0	6	Var	Yok	Yok	Pahalı	Mavi
1143	1143	1087	Yok	1,3	Yok	0,0	Var	16	0,3	166	3	9	295	589	690.0	6	Var	Yok	Var	Çok Ucuz	Yeşil
1144	1144	504	Var	2,8	Var	2.0	Yok	54	0,4	163	2	10	1207	1539	2378.0	2	Var	Yok	Yok	Normal	Turuncu
1145	1145	808	Var	0,5	Var	3.0	Yok	46	0,5	105	8	15	119	529	1082.0	10	Var	Yok	Var	Çok Ucuz	Sarı
1146	1146	1054	Yok	1,1	Var	10,0	Var	38	0,4	136	6	12	1097	1222	1675.0	14	Var	Var	Var	Ucuz	Beyaz
1147	1147	1974	Yok	0,5	Var	9.0	Yok	10	0,8	145	6	12	530	1496	1433.0	17	Yok	Yok	Yok	Ucuz	Turuncu
1148	1148	1342	Yok	1,0	Yok	0.0	Var	31	0,6	86	7	1	991	1638	2746.0	10	Var	Var	Yok	Pahalı	Mor
1149	1149	1949	Yok	1,8	Yok	0,0	Yok	20	0,8	186	5	4	518	592	1125.0	9	Yok	Yok	Yok	Ucuz	Turuncu
1150	1150	979	Yok	0,5	Var	0.0	Var	5	0,5	164	7	2	793	1670	3449.0	14	Var	Yok	Yok	Pahalı	Siyah
1151	1151	1997	Var	1,8	Var	1.0	Yok	40	0,5	185	4	8	866	1212	1655.0	15	Var	Yok	Yok	Normal	Kahverengi
1152	1152	912	Yok	0,7	Yok	3,0	Yok	47	0,9	182	3	6	724	794	1321.0	6	Yok	Var	Var	Çok Ucuz	Siyah
1153	1153	1829	Var	2,1	Yok	8.0	Yok	59	0,1	91	5	15	1457	1919	3142.0	5	Var	Var	Var	Pahalı	Siyah
1154	1154	1920	Yok	0,6	Var	3.0	Var	19	0,5	131	3	8	670	1152	3943.0	4	Var	Var	Yok	Pahalı	Sarı
1155	1155	798	Yok	0,6	Var	6,0	Var	21	0,5	110	2	12	661	1951	1647.0	3	Var	Yok	Yok	Ucuz	Kahverengi
1156	1156	1512	Var	0,5	Yok	8.0	Var	18	0,1	88	3	17	1079	1897	3607.0	6	Var	Var	Var	Pahalı	Gri
1157	1157	1332	Yok	0,8	Var	2.0	Yok	11	0,5	187	2	4	758	1165	1285.0	9	Var	Var	Yok	Ucuz	Kahverengi
1158	1158	904	Yok	1,8	Yok	3,0	Var	35	0,4	168	3	4	42	507	1360.0	11	Var	Yok	Yok	Çok Ucuz	Beyaz
1159	1159	1866	Yok	0,5	Yok	13.0	Var	52	0,7	185	1	17	356	563	373.0	3	Var	Yok	Var	Çok Ucuz	Kırmızı
1160	1160	1911	Yok	0,9	Var	1.0	Var	36	0,7	108	8	3	868	1632	3057.0	5	Var	Var	Yok	Pahalı	Beyaz
1161	1161	965	Var	0,5	Yok	15,0	Yok	53	1,0	131	8	19	297	653	3227.0	8	Var	Yok	Yok	Normal	Kırmızı
1162	1162	1831	Yok	1,4	Var	2.0	Yok	43	0,9	150	5	5	611	1381	3834.0	13	Var	Var	Var	Pahalı	Mavi
1163	1163	718	Var	1,6	Var	1.0	Var	30	0,4	93	3	12	662	997	1601.0	12	Var	Var	Var	Ucuz	Beyaz
1164	1164	1868	Var	0,5	Yok	2,0	Var	40	0,9	179	8	17	576	884	298.0	17	Var	Var	Yok	Çok Ucuz	Mor
1165	1165	1322	Yok	1,7	Var	6.0	Yok	7	0,8	140	3	9	177	1990	1418.0	12	Yok	Var	Yok	Ucuz	Sarı
1166	1166	1524	Yok	2,5	Var	11.0	Var	41	1,0	96	4	20	184	740	1936.0	9	Var	Var	Var	Ucuz	Gri
1167	1167	625	Var	1,2	Var	5,0	Var	10	0,2	183	4	8	635	842	3323.0	7	Var	Var	Var	Normal	Sarı
1168	1168	502	Yok	0,8	Yok	7.0	Yok	52	1,0	82	6	8	281	1159	2666.0	20	Var	Var	Yok	Normal	Siyah
1169	1169	1109	Var	2,7	Var	1.0	Yok	39	0,4	98	1	9	1391	1787	1524.0	7	Var	Var	Var	Ucuz	Kahverengi
1170	1170	805	Var	0,7	Yok	0,0	Yok	64	0,1	97	4	14	641	704	418.0	17	Yok	Var	Var	Çok Ucuz	Yeşil
1171	1171	916	Var	2,6	Yok	0.0	Yok	36	0,3	195	4	12	188	992	1470.0	14	Yok	Var	Yok	Çok Ucuz	Pembe
1172	1172	1212	Yok	2,6	Yok	1.0	Var	46	0,3	102	4	8	611	1715	2249.0	4	Var	Var	Var	Normal	Pembe
1173	1173	894	Yok	0,7	Yok	2,0	Var	58	0,1	123	2	3	158	747	3305.0	2	Var	Yok	Yok	Normal	Mor
1174	1174	1185	Yok	1,9	Yok	0.0	Yok	31	0,4	152	8	7	837	1642	2447.0	3	Var	Var	Var	Normal	Kahverengi
1175	1175	584	Var	1,8	Yok	0.0	Var	19	0,3	168	3	0	1123	1622	465.0	4	Var	Var	Yok	Çok Ucuz	Sarı
1176	1176	514	Var	0,7	Yok	4,0	Yok	57	0,1	186	3	7	168	1320	687.0	20	Var	Var	Var	Çok Ucuz	Turkuaz
1177	1177	1732	Yok	0,8	Yok	2.0	Yok	61	0,3	172	5	3	201	656	3940.0	20	Yok	Var	Var	Pahalı	Turkuaz
1178	1178	790	Yok	0,5	Var	7.0	Var	44	0,1	89	8	8	1100	1437	3424.0	9	Var	Var	Yok	Pahalı	Mor
1179	1179	657	Yok	2,5	Yok	0,0	Yok	37	0,7	141	2	1	476	961	1412.0	18	Yok	Var	Yok	Çok Ucuz	Turkuaz
1180	1180	1369	Var	1,8	Var	6.0	Yok	34	0,5	162	1	7	553	727		18	Yok	Var	Var	Pahalı	Turuncu
1181	1181	1991	Yok	2,8	Yok	3.0	Var	15	0,1	181	1	13	298	1037	1861.0	17	Var	Var	Var	Ucuz	Sarı
1182	1182	667	Var	0,6	Yok	6,0	Var	3	0,7	185	6	13	13	1463	2855.0	19	Var	Yok	Var	Normal	Siyah
1183	1183	1063	Yok	1,4	Var	2.0	Var	48	1,0	128	5	4	127	683	2910.0	9	Var	Var	Var	Normal	Mavi
1184	1184	1816	Var	1,6	Var	0.0	Yok	50	0,1	186	5	2	800	1089	3637.0	16	Yok	Yok	Var	Pahalı	Turuncu
1185	1185	1760	Yok	1,4	Var	5,0	Yok	63	0,8	127	8	19	1382	1383	2053.0	16	Yok	Var	Yok	Normal	Pembe
1186	1186	673	Var	1,9	Yok	13.0	Var	35	0,4	142	6	14	1096	1570	3541.0	4	Var	Yok	Var	Pahalı	Siyah
1187	1187	1049	Yok	0,6	Var	8.0	Var	2	0,3	172	6	10	39	1564	433.0	6	Var	Yok	Yok	Çok Ucuz	Sarı
1188	1188	767	Yok	1,5	Yok	4,0	Yok	28	0,7	175	4	10	344	1517	527.0	15	Yok	Var	Yok	Çok Ucuz	Turkuaz
1189	1189	965	Var	1,4	Yok	1.0	Yok	13	0,9	197	8	2	645	1275	2343.0	15	Var	Yok	Yok	Normal	Mavi
1190	1190	1552	Yok	1,2	Yok	10.0	Var	53	0,3	180	8	18	430	658	2606.0	12	Var	Yok	Yok	Normal	Siyah
1191	1191	1945	Yok	1,2	Yok	3,0	Yok	26	0,7	112	6	5	1064	1540	3322.0	20	Yok	Yok	Var	Pahalı	Gri
1192	1192	539	Yok	2,0	Var	1.0	Yok	24	0,5	86	4	2	958	967	1326.0	3	Var	Var	Yok	Çok Ucuz	Pembe
1193	1193	1793	Yok	0,7	Var	11.0	Yok	27	0,4	154	5	13	586	722	1370.0	19	Var	Yok	Var	Ucuz	Kahverengi
1194	1194	615	Var	2,5	Yok	0,0	Yok	10	0,8	131	6	9	1216	1786	2769.0	11	Var	Yok	Yok	Normal	Yeşil
1195	1195	1776	Var	2,1	Var	10.0	Yok	35	0,1	172	4	16	278	623	1813.0	20	Var	Var	Var	Ucuz	Kırmızı
1196	1196	1878	Yok	1,5	Var	5.0	Var	56	0,3	139	5	13	183	559	2711.0	3	Var	Var	Var	Normal	Pembe
1197	1197	1600	Yok	0,5	Yok	1,0	Var	16	0,3	94	4	16	1315	1710	2073.0	4	Var	Var	Yok	Normal	Kahverengi
1198	1198	912	Var	2,8	Var	6.0	Var	46	0,4	84	4	11	995	1310	851.0	4	Var	Var	Var	Çok Ucuz	Mor
1199	1199	1786	Yok	2,6	Yok	6.0	Yok	14	1,0	115	4	15	616	912	3038.0	14	Var	Yok	Yok	Pahalı	Kırmızı
1200	1200	568	Yok	2,0	Yok	1,0	Yok	36	0,3	179	3	4	181	1703	950.0	9	Var	Yok	Yok	Çok Ucuz	Beyaz
1201	1201	501	Var	0,5	Var	14.0	Yok	22	0,5	174	6	20	239	1636	3077.0	17	Yok	Yok	Yok	Normal	Mor
1202	1202	571	Var	2,0	Var	5.0	Var	58	0,6	101	6	11	31	1536	555.0	11	Var	Yok	Var	Çok Ucuz	Sarı
1203	1203	1327	Yok	2,8	Yok	10,0	Yok	23	0,5	89	7	16	441	1721	872.0	4	Var	Var	Var	Çok Ucuz	Kahverengi
1204	1204	1867	Yok	2,3	Yok	0.0	Var	9	0,1	191	6	3	712	1442	990.0	2	Var	Yok	Var	Ucuz	Beyaz
1205	1205	518	Yok	0,8	Var	0.0	Yok	3	0,1	178	7	1	437	1947	2832.0	8	Var	Yok	Var	Normal	Kahverengi
1206	1206	925	Var	2,1	Yok	9,0	Yok	56	0,2	196	1	14	1262	1520	2466.0	5	Var	Yok	Yok	Normal	Kırmızı
1207	1207	1846	Var	0,6	Yok	1.0	Yok	19	0,7	159	1	2	83	773	1333.0	11	Yok	Var	Var	Ucuz	Turuncu
1208	1208	1811	Var	0,5	Var	0.0	Yok	32	1,0	115	6	0	204	1132	348.0	18	Var	Yok	Var	Çok Ucuz	Beyaz
1209	1209	1048	Var	0,9	Yok	10,0	Var	28	0,8	194	2	19	966	1975	1458.0	15	Var	Yok	Var	Ucuz	Gri
1210	1210	733	Var	0,6	Var	0.0	Yok	63	0,3	105	7	10	950	1739	984.0	9	Var	Yok	Var	Çok Ucuz	Mor
1211	1211	1407	Yok	1,8	Var	5.0	Var	16	0,2	170	4	6	925	1206	1068.0	8	Var	Var	Yok	Ucuz	Pembe
1212	1212	577	Yok	2,4	Yok	8,0	Var	37	0,9	161	6	20	1087	1450	814.0	19	Var	Var	Var	Çok Ucuz	Kırmızı
1213	1213	596	Yok	2,1	Var	9.0	Yok	64	0,8	111	8	15	885	1854	3238.0	10	Yok	Yok	Yok	Pahalı	Turuncu
